,ann_status,ann_type,chromosome_id,end,extra_index,extra_index_name,id,note,source,start,strand
554,middle,intergenic_region,chr1,30,24,middle,seq_598,,unit_test_region_chr1_plus_1_seed_9,17,plus
555,middle,intergenic_region,chr1,28,24,middle,seq_599,,unit_test_region_chr1_plus_1_seed_9,18,plus
556,start,intergenic_region,chr1,26,20,start,seq_6,,unit_test_region_chr1_plus_1_seed_1,15,plus
557,end,cds,chr1,24,17,end,seq_60,,unit_test_region_chr1_plus_6_seed_107,13,plus
558,end,cds,chr1,22,17,end,seq_600,,unit_test_region_chr1_plus_6_seed_90,10,plus
559,end,cds,chr1,21,17,end,seq_601,,unit_test_region_chr1_plus_6_seed_90,10,plus
560,end,cds,chr1,23,17,end,seq_602,,unit_test_region_chr1_plus_6_seed_90,10,plus
561,end,cds,chr1,21,17,end,seq_603,,unit_test_region_chr1_plus_6_seed_90,13,plus
562,end,cds,chr1,22,17,end,seq_604,,unit_test_region_chr1_plus_6_seed_90,11,plus
563,end,cds,chr1,21,17,end,seq_605,,unit_test_region_chr1_plus_6_seed_90,13,plus
564,middle,cds,chr1,14,8,middle,seq_606,,unit_test_region_chr1_plus_5_seed_91,1,plus
565,middle,cds,chr1,12,8,middle,seq_607,,unit_test_region_chr1_plus_5_seed_91,2,plus
566,middle,cds,chr1,15,8,middle,seq_608,,unit_test_region_chr1_plus_5_seed_91,1,plus
567,middle,cds,chr1,15,8,middle,seq_609,,unit_test_region_chr1_plus_5_seed_91,3,plus
568,end,cds,chr1,21,17,end,seq_61,,unit_test_region_chr1_plus_6_seed_107,13,plus
569,middle,cds,chr1,13,8,middle,seq_610,,unit_test_region_chr1_plus_5_seed_91,2,plus
570,middle,cds,chr1,12,8,middle,seq_611,,unit_test_region_chr1_plus_5_seed_91,3,plus
571,end,cds,chr1,15,10,end,seq_612,,unit_test_region_chr1_plus_5_seed_92,3,plus
572,end,cds,chr1,15,10,end,seq_613,,unit_test_region_chr1_plus_5_seed_92,3,plus
573,end,cds,chr1,17,10,end,seq_614,,unit_test_region_chr1_plus_5_seed_92,3,plus
574,end,cds,chr1,15,10,end,seq_615,,unit_test_region_chr1_plus_5_seed_92,4,plus
575,end,cds,chr1,16,10,end,seq_616,,unit_test_region_chr1_plus_5_seed_92,3,plus
576,end,cds,chr1,17,10,end,seq_617,,unit_test_region_chr1_plus_5_seed_92,6,plus
577,start,cds,chr1,14,7,start,seq_618,,unit_test_region_chr1_plus_5_seed_93,1,plus
578,start,cds,chr1,13,7,start,seq_619,,unit_test_region_chr1_plus_5_seed_93,1,plus
579,end,cds,chr1,24,17,end,seq_62,,unit_test_region_chr1_plus_6_seed_107,12,plus
580,start,cds,chr1,13,7,start,seq_620,,unit_test_region_chr1_plus_5_seed_93,0,plus
581,start,cds,chr1,12,7,start,seq_621,,unit_test_region_chr1_plus_5_seed_93,3,plus
582,start,cds,chr1,11,7,start,seq_622,,unit_test_region_chr1_plus_5_seed_93,1,plus
583,start,cds,chr1,12,7,start,seq_623,,unit_test_region_chr1_plus_5_seed_93,0,plus
584,end,cds,chr1,15,10,end,seq_624,,unit_test_region_chr1_plus_5_seed_94,6,plus
585,end,cds,chr1,14,10,end,seq_625,,unit_test_region_chr1_plus_5_seed_94,5,plus
586,end,cds,chr1,16,10,end,seq_626,,unit_test_region_chr1_plus_5_seed_94,4,plus
587,end,cds,chr1,17,10,end,seq_627,,unit_test_region_chr1_plus_5_seed_94,6,plus
588,end,cds,chr1,15,10,end,seq_628,,unit_test_region_chr1_plus_5_seed_94,5,plus
589,end,cds,chr1,17,10,end,seq_629,,unit_test_region_chr1_plus_5_seed_94,3,plus
590,end,cds,chr1,24,17,end,seq_63,,unit_test_region_chr1_plus_6_seed_107,10,plus
591,start,cds,chr1,19,15,start,seq_630,,unit_test_region_chr1_plus_6_seed_95,10,plus
592,start,cds,chr1,20,15,start,seq_631,,unit_test_region_chr1_plus_6_seed_95,10,plus
593,start,cds,chr1,22,15,start,seq_632,,unit_test_region_chr1_plus_6_seed_95,9,plus
594,start,cds,chr1,21,15,start,seq_633,,unit_test_region_chr1_plus_6_seed_95,10,plus
595,start,cds,chr1,22,15,start,seq_634,,unit_test_region_chr1_plus_6_seed_95,9,plus
596,start,cds,chr1,22,15,start,seq_635,,unit_test_region_chr1_plus_6_seed_95,10,plus
597,end,cds,chr1,24,17,end,seq_636,,unit_test_region_chr1_plus_6_seed_96,11,plus
598,end,cds,chr1,22,17,end,seq_637,,unit_test_region_chr1_plus_6_seed_96,13,plus
599,end,cds,chr1,24,17,end,seq_638,,unit_test_region_chr1_plus_6_seed_96,10,plus
600,end,cds,chr1,23,17,end,seq_639,,unit_test_region_chr1_plus_6_seed_96,12,plus
601,end,cds,chr1,23,17,end,seq_64,,unit_test_region_chr1_plus_6_seed_107,13,plus
602,end,cds,chr1,24,17,end,seq_640,,unit_test_region_chr1_plus_6_seed_96,13,plus
603,end,cds,chr1,21,17,end,seq_641,,unit_test_region_chr1_plus_6_seed_96,10,plus
604,end,cds,chr1,14,10,end,seq_642,,unit_test_region_chr1_plus_5_seed_97,3,plus
605,end,cds,chr1,14,10,end,seq_643,,unit_test_region_chr1_plus_5_seed_97,5,plus
606,end,cds,chr1,15,10,end,seq_644,,unit_test_region_chr1_plus_5_seed_97,5,plus
607,end,cds,chr1,17,10,end,seq_645,,unit_test_region_chr1_plus_5_seed_97,5,plus
608,end,cds,chr1,15,10,end,seq_646,,unit_test_region_chr1_plus_5_seed_97,6,plus
609,end,cds,chr1,17,10,end,seq_647,,unit_test_region_chr1_plus_5_seed_97,6,plus
610,start,cds,chr1,22,15,start,seq_648,,unit_test_region_chr1_plus_6_seed_98,10,plus
611,start,cds,chr1,19,15,start,seq_649,,unit_test_region_chr1_plus_6_seed_98,8,plus
612,end,cds,chr1,22,17,end,seq_65,,unit_test_region_chr1_plus_6_seed_107,10,plus
613,start,cds,chr1,21,15,start,seq_650,,unit_test_region_chr1_plus_6_seed_98,11,plus
614,start,cds,chr1,19,15,start,seq_651,,unit_test_region_chr1_plus_6_seed_98,8,plus
615,start,cds,chr1,19,15,start,seq_652,,unit_test_region_chr1_plus_6_seed_98,9,plus
616,start,cds,chr1,20,15,start,seq_653,,unit_test_region_chr1_plus_6_seed_98,9,plus
617,start,cds,chr1,22,15,start,seq_654,,unit_test_region_chr1_plus_6_seed_99,10,plus
618,start,cds,chr1,19,15,start,seq_655,,unit_test_region_chr1_plus_6_seed_99,8,plus
619,start,cds,chr1,21,15,start,seq_656,,unit_test_region_chr1_plus_6_seed_99,8,plus
620,start,cds,chr1,21,15,start,seq_657,,unit_test_region_chr1_plus_6_seed_99,8,plus
621,start,cds,chr1,21,15,start,seq_658,,unit_test_region_chr1_plus_6_seed_99,10,plus
622,start,cds,chr1,20,15,start,seq_659,,unit_test_region_chr1_plus_6_seed_99,8,plus
623,start,cds,chr1,13,7,start,seq_66,,unit_test_region_chr1_plus_5_seed_108,3,plus
624,start,cds,chr1,14,7,start,seq_67,,unit_test_region_chr1_plus_5_seed_108,3,plus
625,start,cds,chr1,11,7,start,seq_68,,unit_test_region_chr1_plus_5_seed_108,2,plus
626,start,cds,chr1,13,7,start,seq_69,,unit_test_region_chr1_plus_5_seed_108,0,plus
627,start,intergenic_region,chr1,25,20,start,seq_7,,unit_test_region_chr1_plus_1_seed_1,14,plus
628,start,cds,chr1,11,7,start,seq_70,,unit_test_region_chr1_plus_5_seed_108,0,plus
629,start,cds,chr1,11,7,start,seq_71,,unit_test_region_chr1_plus_5_seed_108,1,plus
630,middle,cds,chr1,20,16,middle,seq_72,,unit_test_region_chr1_plus_6_seed_109,11,plus
631,middle,cds,chr1,20,16,middle,seq_73,,unit_test_region_chr1_plus_6_seed_109,11,plus
632,middle,cds,chr1,23,16,middle,seq_74,,unit_test_region_chr1_plus_6_seed_109,10,plus
633,middle,cds,chr1,23,16,middle,seq_75,,unit_test_region_chr1_plus_6_seed_109,9,plus
634,middle,cds,chr1,21,16,middle,seq_76,,unit_test_region_chr1_plus_6_seed_109,9,plus
635,middle,cds,chr1,23,16,middle,seq_77,,unit_test_region_chr1_plus_6_seed_109,10,plus
636,middle,cds,chr1,13,8,middle,seq_78,,unit_test_region_chr1_plus_5_seed_11,1,plus
637,middle,cds,chr1,13,8,middle,seq_79,,unit_test_region_chr1_plus_5_seed_11,2,plus
638,start,intergenic_region,chr1,24,20,start,seq_8,,unit_test_region_chr1_plus_1_seed_1,15,plus
639,middle,cds,chr1,13,8,middle,seq_80,,unit_test_region_chr1_plus_5_seed_11,1,plus
640,middle,cds,chr1,13,8,middle,seq_81,,unit_test_region_chr1_plus_5_seed_11,1,plus
641,middle,cds,chr1,15,8,middle,seq_82,,unit_test_region_chr1_plus_5_seed_11,2,plus
642,middle,cds,chr1,15,8,middle,seq_83,,unit_test_region_chr1_plus_5_seed_11,2,plus
643,end,cds,chr1,17,10,end,seq_84,,unit_test_region_chr1_plus_5_seed_12,5,plus
644,end,cds,chr1,15,10,end,seq_85,,unit_test_region_chr1_plus_5_seed_12,3,plus
645,end,cds,chr1,17,10,end,seq_86,,unit_test_region_chr1_plus_5_seed_12,6,plus
646,end,cds,chr1,15,10,end,seq_87,,unit_test_region_chr1_plus_5_seed_12,4,plus
647,end,cds,chr1,16,10,end,seq_88,,unit_test_region_chr1_plus_5_seed_12,6,plus
648,end,cds,chr1,15,10,end,seq_89,,unit_test_region_chr1_plus_5_seed_12,5,plus
649,start,intergenic_region,chr1,25,20,start,seq_9,,unit_test_region_chr1_plus_1_seed_1,13,plus
650,end,cds,chr1,17,10,end,seq_90,,unit_test_region_chr1_plus_5_seed_13,4,plus
651,end,cds,chr1,14,10,end,seq_91,,unit_test_region_chr1_plus_5_seed_13,4,plus
652,end,cds,chr1,15,10,end,seq_92,,unit_test_region_chr1_plus_5_seed_13,3,plus
653,end,cds,chr1,16,10,end,seq_93,,unit_test_region_chr1_plus_5_seed_13,3,plus
654,end,cds,chr1,15,10,end,seq_94,,unit_test_region_chr1_plus_5_seed_13,6,plus
655,end,cds,chr1,15,10,end,seq_95,,unit_test_region_chr1_plus_5_seed_13,6,plus
656,end,cds,chr1,23,17,end,seq_96,,unit_test_region_chr1_plus_6_seed_14,11,plus
657,end,cds,chr1,24,17,end,seq_97,,unit_test_region_chr1_plus_6_seed_14,10,plus
658,end,cds,chr1,23,17,end,seq_98,,unit_test_region_chr1_plus_6_seed_14,10,plus
659,end,cds,chr1,22,17,end,seq_99,,unit_test_region_chr1_plus_6_seed_14,11,plus
